Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Brooklyn,Sunset Park (West),Los Colibríes Community Garden,"219 34th Street, Brooklyn 11232",Los Colibríes Community Garden,Year Round,Sundays (Start Time: 11:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",https://www.facebook.com/jardin34/,307,38,3008400,,,40.6547305,-74.0018481,72,122,POINT (-74.0018481 40.6547305),,,51,10,BKS07,BKS072,BKS,26
Queens,Astoria (East)-Woodside (North),Astoria Pug: Newtown,"30-36 41st Street, Astoria, NY",Astoria Pug,Year Round,Fridays (Start Time: 11:00 AM - End Time:  4:30 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,4014900,,,40.762667,-73.915111,114,283,POINT (-73.915111 40.762667),,,36,14,QW01,QW015,QW,12
Manhattan,Upper West Side (Central),West Side Community Garden,"West of 110 West 90th street, New York, NY 10024 (between Columbus Ave and Amsterdam Ave)",West Side Community Garden,Year Round,Sundays 11 am - 12 pm,"Receptacles are placed outside the West Side Community Garden gate. No rice, bread, pasta, and grains. The drop-off will be closed during inclement weather including rain and snow. Please check www.instagram.com/westsidecommunitygarden for closure announ",www.instagram.com/westsidecommunitygarden,107,6,1017300,,,40.7895156,-73.9716111,24,19,POINT (-73.9716111 40.7895156),,,69,12,MN07,MN073,MN,47
Queens,Queensbridge-Ravenswood-Dutch Kills,SE 40th Avenue & 10th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4002500,,,40.7568246,-73.9443652,114,322,POINT (-73.9443652 40.7568246),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=155,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363847,36,7,QW01,QW016,QW,59
Queens,Astoria (Central),Astoria Pug: Most Precious Blood,"32-23 36th St, Queens, NY 11106 (inside parking lot)",Astoria Pug,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,4005900,,,40.75914,-73.92146,114,290,POINT (-73.92146 40.75914),,,36,14,QW01,QW014,QW,59
Staten Island,West New Brighton-Silver Lake-Grymes Hill,Olivet Heavenly Harvest,"97 Myrtle Avenue, Staten Island, NY",Olivet Heavenly Harvest,Closed During Winter,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",olivetheavenlyharvest.com,501,49,5010500,,,40.63034,-74.11616,120,459,POINT (-74.11616 40.63034),,,63,11,SI01,SI013,SI,23
Manhattan,Chelsea-Hudson Yards,Hudson River Park's Chelsea Waterside Park at W. 23rd St.,Chelsea Waterside Park near the playground,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,1009901,,,40.7489842,-74.0071142,10,58,POINT (-74.0071142 40.7489842),,,75,12,MN04,MN042,MN,47
Brooklyn,East New York-New Lots,Rockaway Avenue Community Compost Site,"1149 Rockaway Avenue, Brooklyn NY, 11236",NYC Compost Project Hosted by LES Ecology Center,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,318,42,3109800,,,40.6516768,-73.9059912,69,433,POINT (-73.9059912 40.6516768),,,60,8,BKS18,BKS181,BKS,19
Manhattan,East Harlem (South),SE East 106th Street & 3rd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1017200,,,40.79133768,-73.94494258,23,195,POINT (-73.94494258 40.79133768),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=186,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363878,68,13,MN11,MN111,MN,29
Manhattan,Chelsea-Hudson Yards,8th Ave & 24th St,"W 24th St. and 8th Ave., New York, NY, 1001 (Collection bins are on the northwest corner of W 24th St and 8th Ave., near subway exit)",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,104,3,1009100,,,40.745331,-73.998272,10,63,POINT (-73.998272 40.745331),,,75,12,MN04,MN042,MN,47
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Macon Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3026900,,,40.68175218,-73.94362126,79,154,POINT (-73.94362126 40.68175218),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=37,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363729,56,8,BKN03,BKN033,BKN,25
Bronx,Norwood,SE Kings College Place & Gun Hill Road,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,11,2043102,,,40.87989884,-73.87587871,52,327,POINT (-73.87587871 40.87989884),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=237,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363929,81,15,BX07,BX073,BX,33
Manhattan,Upper East Side-Carnegie Hill,East 96th Street Food Scrap Drop-off,96th St & Lexington Ave,GrowNYC,Year Round,Fridays (Start Time: 7:30 AM - End Time:  11:30 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,108,5,1015801,,,40.785792,-73.950833,19,278,POINT (-73.950833 40.785792),,,68,12,MN08,MN085,MN,28
Bronx,Concourse-Concourse Village,NW Morris Avenue & East 163rd Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,16,2017300,,,40.82739892,-73.91744524,44,251,POINT (-73.91744524 40.82739892),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=209,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363901,77,15,BX04,BX041,BX,32
Manhattan,East Harlem (North),SE Pleasant Avenue & East 120 Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1019200,,,40.79758808,-73.93138837,25,190,POINT (-73.93138837 40.79758808),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=192,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363884,68,13,MN11,MN112,MN,29
Manhattan,Hamilton Heights-Sugar Hill,Jenny's Garden,699 West 138th Street,Jenny's Garden,Year Round,Sundays (Start Time: 12:00 PM - End Time:  1:00 PM),"Year Round: check social media for open hour updates + November - March only open on Saturday 11-12pm. ""WEATHER PERMITTING! Check IG/FB for weekend updates. Not accepted: meat, bones, or dairy Please DO NOT leave bags of food scraps by gate when the gard",https://www.facebook.com/JennysGardenRiverside,109,7,1022500,,,40.823225,-73.95617,30,31,POINT (-73.95617 40.823225),,,71,13,MN09,MN092,MN,30
Brooklyn,Sunset Park (East)-Borough Park (West),Rappaport Playground,NW corner of Fort Hamilton Pkwy and 53rd Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,312,38,3011600,,,40.636583,-74.000556,66,422,POINT (-74.000556 40.636583),,,49,10,BKS12,BKS121,BKS,17
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024500,,,40.68219458,-73.95365641,79,163,POINT (-73.95365641 40.68219458),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=39,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363731,57,8,BKN03,BKN032,BKN,25
Brooklyn,Bushwick (West),NW Knickerbocker Avenue & Suydam Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3042900,,,40.70206804,-73.92383762,83,401,POINT (-73.92383762 40.70206804),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=92,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363784,53,7,BKN04,BKN041,BKN,18
Manhattan,Washington Heights (North),181st Street Food Scrap Drop-off,"W 181st St & Fort Washington Ave, New York, NY 10033",GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,112,10,1027300,,,40.850947,-73.938068,34,218,POINT (-73.938068 40.850947),,,71,13,MN12,MN122,MN,31
Queens,Bellerose,Queens County Farm Museum,"73-50 Little Neck Parkway, Queens, NY 11004",Staff at Queens County Farm Museum,Year Round,Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM),"*Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off. Not accepted: meat, bones, or dairy",http://queensfarm.org/,413,23,4156700,,,40.748406,-73.721002,105,450,POINT (-73.721002 40.748406),,,26,3,QE13,QE131,QE,11
Bronx,Fordham Heights,SE Field Place & Morris Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,2023703,,,40.8591294,-73.90127487,46,263,POINT (-73.90127487 40.8591294),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=222,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363914,86,13,BX05,BX052,BX,33
Manhattan,Tribeca-Civic Center,SmartComposting: Broadway & Park Place,Broadway and Park Place (Northwest corner),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,1002100,,,40.712653,-74.007723,1,4,POINT (-74.007723 40.712653),,,66,10,MN01,MN011,MN,27
Queens,Astoria (Central),NW 29th Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007300,,,40.76524333,-73.92510952,114,315,POINT (-73.92510952 40.76524333),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=8,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363700,36,14,QW01,QW013,QW,59
Queens,Astoria (Central),NW 31st Avenue & 35th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006300,,,40.76298114,-73.92041435,114,300,POINT (-73.92041435 40.76298114),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=2,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363694,36,14,QW01,QW014,QW,59
Manhattan,Harlem (North),SE West 151 Street & Macombs Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1023600,,,40.82625676,-73.93855724,32,36,POINT (-73.93855724 40.82625676),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=183,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363875,71,13,MN10,MN104,MN,30
Brooklyn,Bedford-Stuyvesant (West),SW Tompkins Avenue & Myrtle Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3025901,,,40.69555546,-73.94638695,79,158,POINT (-73.94638695 40.69555546),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=33,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363725,56,8,BKN03,BKN031,BKN,25
Brooklyn,Prospect Heights,Prospect Heights Food Scrap Drop-off,Park Place & Carlton Ave,GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  11:00 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,308,35,3016300,,,40.67741,-73.972226,78,103,POINT (-73.972226 40.67741),,,52,10,BKN08,BKN081,BKN,20
Bronx,Tremont,NE East 176th Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2039500,,,40.8460035,-73.8987432,48,268,POINT (-73.8987432 40.8460035),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=223,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363915,86,15,BX06,BX062,BX,32
Queens,Corona,Corona,"Roosevelt Ave at 103 Street, Queens",GrowNYC,Year Round,Fridays (Start Time: 8:00 AM - End Time:  1:30 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,404,21,4040501,,,40.749728,-73.862513,110,226,POINT (-73.862513 40.749728),,,34,14,QW04,QW043,QW,13
Brooklyn,Bushwick (West),EL Garden,"120 Jefferson St, Brooklyn, NY 11206",EL Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",https://www.facebook.com/elgardenbushwickpage/,304,34,3042500,,,40.69955,-73.93066,83,373,POINT (-73.93066 40.69955),,,53,7,BKN04,BKN041,BKN,18
Brooklyn,East New York (North),East New York Farms: Poppa & Momma Jones Historical Garden,"337 Van Siclen Ave, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,37,3115200,,,40.671653,-73.889806,75,241,POINT (-73.889806 40.671653),,,54,8,BKN05,BKN051,BKN,19
Queens,Forest Hills,Forest Hills Greenmarket,MacDonald Park: Queens Blvd and 70th Ave,GrowNYC and the Forest Hills Green Team,Year Round,Sundays (Start Time: 9:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,406,29,4071100,,,40.721268,-73.846877,112,358,POINT (-73.846877 40.721268),,,28,6,QW06,QW062,QW,15
Brooklyn,Greenpoint,Transmitter Park Drop-Off,2 Greenpoint Ave and West Street,North Brooklyn Compost Project,Year Round,Sundays (Start Time: 11:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",nbkcompost.org,301,33,3056500,,,40.7296982,-73.9601997,94,131,POINT (-73.9601997 40.7296982),,,50,7,BKN01,BKN011,BKN,59
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3043700,,,40.69293663,-73.90797403,83,395,POINT (-73.90797403 40.69293663),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=85,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363777,54,7,BKN04,BKN043,BKN,18
Manhattan,Murray Hill-Kips Bay,St. Vartan Park,Near the 1st Ave. & E 36th St. entrance,Alliance for Kips Bay with PS281 Green Team and PS116 PTA,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",bit.ly/StVartanCompost,106,4,1007800,,,40.745061,-73.973126,17,126,POINT (-73.973126 40.745061),,,74,12,MN06,MN062,MN,59
Bronx,University Heights (North)-Fordham,NW Loring Place North & Hall of Fame Terrace,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,207,14,2025500,,,40.85886086,-73.91091943,52,332,POINT (-73.91091943 40.85886086),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=231,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363923,86,13,BX07,BX071,BX,31
Brooklyn,Prospect Heights,NW Classon Avenue & Park Place,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3021500,,,40.67487312,-73.96038702,77,82,POINT (-73.96038702 40.67487312),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=114,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363806,44,10,BKN08,BKN081,BKN,20
Manhattan,East Harlem (South),NW East 109th Street & 2nd Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1017000,,,40.7915258,-73.938805,23,199,POINT (-73.938805 40.7915258),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=188,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363880,68,13,MN11,MN111,MN,29
